Date,Text,UserName,ScreenName,Bio,FollowersCount,FollowingCount,Language,RetweetCount,Location,Id_str,Source,Link
2020-11-12 04:01:40,RT @SuperSaf: NEW VIDEO: iPhone 12 Pro Max vs Samsung Galaxy Note 20 Ultra #SuperSafStyle Camera Comparison 😋 ►►►  https://t.co/97Xj9hwl7a…,planerbeat,planerbeat,ЛГБТ-инструктор,28,111,en,43,Объединенные Рабские Вымираты,1326736897792675841,Tweetbot for iΟS,https://twitter.com/planerbeat/status/1326736897792675841
2020-11-12 04:00:55,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",Victory⁷BE🧨Dynamite,Khloe716,"보라해💜BTS 💜아미💜🌈
'Teamwork Makes The Dream Work'
사랑해요💜방탄소년단💜보라해",58,215,en,2085,,1326736708046483459,Twitter for Android,https://twitter.com/Khloe716/status/1326736708046483459
2020-11-12 04:00:41,"RT @baejinnuna: Previously Hyunsuk mention in his previous Vlive that using Samsung Galaxy is much better than using Iphone. Yesterday, bef…",BiiBoo ~ FIX,wana_santika,#CIX,75,314,en,48,,1326736648718016512,Twitter for Android,https://twitter.com/wana_santika/status/1326736648718016512
2020-11-12 04:00:16,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",•0902•ʕ•ᴥ•ʔ,pkyjungwon,"คลั่งรัก จองวอน #Enhypen
@ENHYPEN_members
#ENGENE",23,79,en,69,,1326736542899924992,Twitter for Android,https://twitter.com/pkyjungwon/status/1326736542899924992
2020-11-12 04:00:13,"RT @baejinnuna: Previously Hyunsuk mention in his previous Vlive that using Samsung Galaxy is much better than using Iphone. Yesterday, bef…",Mia Yales Oliverio 🌸,miaxxi0514,"BYOUNGGON's GONISAUR 💙

BOBBY's 💜

FIX | iKONIC | INNERCIRCLE | VIP | BLACKJACK | MATE | CARAT | TREASURE MAKER",100,148,en,48,Philippines  Seoul,1326736532053483520,Twitter for iPhone,https://twitter.com/miaxxi0514/status/1326736532053483520
2020-11-12 03:59:42,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",✜°ɪ'ʟʟ ᴡᴀɪᴛ ғᴏʀ ʏᴏᴜ ʏᴏᴏɴɢɪ,BamgyuMin,"ᵐⁱˢˢⁱⁿᵍ ᵗᵃᵏⁱᴇᴠʀʏᴅʏ.
❣︎❣︎❣︎𖠌",523,2494,en,69,,1326736402831175680,Twitter for Android,https://twitter.com/BamgyuMin/status/1326736402831175680
2020-11-12 03:59:10,"RT @baejinnuna: Previously Hyunsuk mention in his previous Vlive that using Samsung Galaxy is much better than using Iphone. Yesterday, bef…",an || ˣ¹ Reboot kajja!,myloveunsang,Multistan intinya mah saya teh suka banyak grup || X1 PROTECTION SQUAD!don't follow me if you hate X1💃,204,1331,en,48,🧡💙,1326736265962688512,Twitter for Android,https://twitter.com/myloveunsang/status/1326736265962688512
2020-11-12 03:58:38,"RT @gizbot: Samsung Galaxy F41 Is Ready To Rule The Segment With Top-Notch Performance &amp; Features
https://t.co/SVhiY8rtdM",Gizbot Telugu,GizbotTelugu,"మొబైల్ లు ,లాప్ టాప్ లు ,టాబ్లెట్ ,సోషల్ నెట్వర్కింగ్ సైట్ లు ,టెక్నాలజీ మరియు సైన్స్ లకు సంబంధించిన  తాజా వార్తలను మీకిష్టమైన మీ తెలుగు బాష లో చదవండి",698,15,en,4,,1326736134349742082,Twitter Web App,https://twitter.com/GizbotTelugu/status/1326736134349742082
2020-11-12 03:58:18,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",Sall 🐑 || 🌾,98_sbn,Day -19 🌄 || You and I We Can Fly 🕊.................|| 🦌🦅🐕🐧🦊🐈🐅 @ENHYPEN_members,562,683,en,69,,1326736050425786370,Twitter for Android,https://twitter.com/98_sbn/status/1326736050425786370
2020-11-12 03:56:50,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",ENGENE 🐈,sheepinmoon,"ENHYPEN ❤️ ENGENE
.
7 or Nothing",108,166,en,69,🇮🇩,1326735681771614210,Twitter for Android,https://twitter.com/sheepinmoon/status/1326735681771614210
2020-11-12 03:55:53,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",ayamxxi⁷,ayamkwon,BTS TXT ENHYPEN,161,432,en,2085,,1326735440926289920,Twitter for Android,https://twitter.com/ayamkwon/status/1326735440926289920
2020-11-12 03:55:34,"RT @LaxmikantWaghm7: Hurry Up !!!

Last Day Of Huge Discounts On Electronics !!!

Check Out The Link For More Details - https://t.co/F0Auxz…",AppleRetweetBot,AppleRTweet,"Just a bot that retweets tweets containing #Apple.
| By @rapheww.
| This is not an account created by Apple.",836,1,en,1,From the Cloud,1326735360794251264,,https://twitter.com/AppleRTweet/status/1326735360794251264
2020-11-12 03:55:21,"Hurry Up !!!

Last Day Of Huge Discounts On Electronics !!!

Check Out The Link For More Details - https://t.co/F0AuxzebBg (Affiliate Link)

#HappyDiwali #Diwali #Smartphone #DiwaliShopping #Samsung #Redmi #Oneplus #Apple #Amazon https://t.co/xDq8DxW2xc",Laxmikant Waghmare,LaxmikantWaghm7,,1,5,en,1,,1326735306113093632,Twitter Web App,https://twitter.com/LaxmikantWaghm7/status/1326735306113093632
2020-11-12 03:54:10,"RT @taekinkook: [WTS] Malaysia Only [DM]

BTS Galaxy Buds+BTS Photocards. 
Only use once to check compatibility with my device (sadly does…",byulbae,Shfqh404,my eyes look like I smoke weeds 24/7,193,141,en,9,my room,1326735008673902592,Twitter for Android,https://twitter.com/Shfqh404/status/1326735008673902592
2020-11-12 03:52:53,"RT @philip_george70: A Samsung Galaxy j7 phone, costs about 78,000 Naira and many unemployed Nigerians own phones like this, both iPhone 6,…",Moks,Santoscj_kings,"Messi 🐐, FC BARCELONA Fan⚽💔, Roger Federer 🎾 🐐

🇳🇬",7837,8527,en,65,The Unknown,1326734687126032385,Twitter for Android,https://twitter.com/Santoscj_kings/status/1326734687126032385
2020-11-12 03:52:51,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",Juguitopaupau,Juguitopaupau1,holaaa!!! nueva cuenta 🙂 soy JinnieZu4 💜,8,95,en,2085,,1326734679156908032,Twitter for Android,https://twitter.com/Juguitopaupau1/status/1326734679156908032
2020-11-12 03:52:16,"@krunalpatelkp4 @MadhavSheth1 Jio4g is LTE+ network 100% but REALME smartphone support 4g 
Oppo smartphone support 4g
Vivo smartphone support 4g OnePlus mobile not support LTE+ network jio4G userLTE+ network support list Motorola smartphone support LTE+Samsung smartphone support LTE+ Apple iPhone support LTE+",nilesh katudia,nileshkatudia1,,18,97,en,0,"Mumbai, India",1326734531794104321,Twitter for Android,https://twitter.com/nileshkatudia1/status/1326734531794104321
2020-11-12 03:51:23,"@RM_Update Jio4g is LTE+ network 100% but REALME smartphone support 4g 
Oppo smartphone support 4g
Vivo smartphone support 4g OnePlus mobile not support LTE+ network jio4G userLTE+ network support list Motorola smartphone support LTE+Samsung smartphone support LTE+ Apple iPhone support LTE+ https://t.co/l0PrR5eZf4",nilesh katudia,nileshkatudia1,,18,97,en,0,"Mumbai, India",1326734307143004161,Twitter for Android,https://twitter.com/nileshkatudia1/status/1326734307143004161
2020-11-12 03:51:16,"RT @baejinnuna: Previously Hyunsuk mention in his previous Vlive that using Samsung Galaxy is much better than using Iphone. Yesterday, bef…",tina^,yongbaereal,he/she,44,148,en,48,WANNAONE/CIX/GOT7/STRAYKIDZ,1326734281192828928,Twitter for iPhone,https://twitter.com/yongbaereal/status/1326734281192828928
2020-11-12 03:51:09,"QC 3.0 Wall Charger, OKRAY 2 Pack 18W Fast Charging USB Wall Charger Power Adapter USB Plug Compatible 10W Wireless Charger, iPad Pro, Tablets, iPhone, Samsung Galaxy S10/S9/S8, LG, HTC (Black Black) https://t.co/ek02brt6Qj https://t.co/mwaq3NFPWf",HotDeals,qefdchyt,,103,0,en,0,,1326734248850550784,Twitter Web App,https://twitter.com/qefdchyt/status/1326734248850550784
2020-11-12 03:50:17,@_candiiM @OnePlus_USA @TMobile Bruh I been trying to be patient since the oct 13 the apple even then the delayed Relase for the iPhone 12 pro max then the preorders nov 6 like I have lost all patients bruh lol 😂,Sam,Sam93213328,,4,35,en,0,,1326734032311214082,Twitter for iPhone,https://twitter.com/Sam93213328/status/1326734032311214082
2020-11-12 03:48:44,"RT @taekinkook: [WTS] Malaysia Only [DM]

BTS Galaxy Buds+BTS Photocards. 
Only use once to check compatibility with my device (sadly does…",ᴮᴱJay ⁷,jayyayhoseok,Life Goes On ✨💛 🐨🐹🐱🐿🐣🐯🐰💜,251,296,en,9,she/her,1326733642098339842,Twitter for iPhone,https://twitter.com/jayyayhoseok/status/1326733642098339842
2020-11-12 03:47:08,"RT @taekinkook: [WTS] Malaysia Only [DM]

BTS Galaxy Buds+BTS Photocards. 
Only use once to check compatibility with my device (sadly does…",ain⁷ 🕊,cherryminv,₊ ✧ ⃕...˗ˏˋ #⃞𝙮𝙤𝙤𝙣𝙞𝙚 : please lean on me and have a rest sometimes ˖ ☽ ° . she/they 18,1138,691,en,9,enhypenbts,1326733238430134272,Twitter for iPhone,https://twitter.com/cherryminv/status/1326733238430134272
2020-11-12 03:45:28,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",아별,N3UoxKgYdQQNojw,(헤더 = @JINtopia_1204 님),0,43,en,2085,,1326732819423395840,Twitter for Android,https://twitter.com/N3UoxKgYdQQNojw/status/1326732819423395840
2020-11-12 03:45:04,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",ᴮᴱ정alien아미⁷ is stuDYING,7_aliens,"//fan account for @BTS_twt//
                        𝘏𝘰𝘮𝘰 𝘚𝘢𝘱𝘪𝘦𝘯𝘴 with a 💜
                                    방탄소년단 is the BEST DECISION EVER",138,439,en,2085,🌌Mikrokosmos • 130613 to ∞,1326732720454524928,Twitter Web App,https://twitter.com/7_aliens/status/1326732720454524928
2020-11-12 03:44:53,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",𝕍𝕚𝕣𝕥𝕦𝕒𝕝 𝔽𝕣𝕒𝕟𝕜𝕖𝕟𝕤𝕥𝕖𝕚𝕟 👽,VirtualFrankie,In the beginning there was music & it was good! #PinkFloyd #BlueHelix #LedZeppelin #Samsung #BobMarley75 Advocate for better healthcare.🦋,5151,4877,en,2085,"Los Angeles, CA",1326732673386127366,Twitter for Android,https://twitter.com/VirtualFrankie/status/1326732673386127366
2020-11-12 03:44:36,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",Camiland🥚🧬፨,Camland_Sung2,Enhypen ፨ // #NCT2020 - #JAEMIN #재민 // Multi🧃,2162,2490,en,69,,1326732603261677568,Twitter for iPhone,https://twitter.com/Camland_Sung2/status/1326732603261677568
2020-11-12 03:43:46,"RT @taekinkook: [WTS] Malaysia Only [DM]

BTS Galaxy Buds+BTS Photocards. 
Only use once to check compatibility with my device (sadly does…",ᴮᴱMaresa💜's⁷ 태형 ◡̈⟭⟬ - BLUE & GREY IS A HIT,itsmaresaa,"The Taehyung Effect™ 
I just wanna be happier, baby don't let me go...",1143,845,en,9,,1326732391822536707,Twitter for Android,https://twitter.com/itsmaresaa/status/1326732391822536707
2020-11-12 03:43:36,"RT @taekinkook: [WTS] Malaysia Only [DM]

BTS Galaxy Buds+BTS Photocards. 
Only use once to check compatibility with my device (sadly does…",m • y • a,Helenautio,resting in | pfp by @djarn_ on picrew,4,193,en,9,hell,1326732350953148416,Twitter for iPhone,https://twitter.com/Helenautio/status/1326732350953148416
2020-11-12 03:42:30,"RT @baejinnuna: Previously Hyunsuk mention in his previous Vlive that using Samsung Galaxy is much better than using Iphone. Yesterday, bef…",📌PO MESSAGE✨𝐇𝐒 𝐂𝐇𝐀𝐏.𝟑 • ˢᵃˡᵘᵗᵉ • ᵐᵉˢˢᵃᵍᵉ,11jihoon_w1,"Always miss wanna one (fan account)
Wannable✨Babal✨Ha:Neul✨ L.O.V.E✨WELO✨WIN:D✨Danity✨MAYS✨ABNEW✨FIX✨Kuanlin's (selective following)",905,2531,en,48,wannaone's,1326732073982255105,Twitter for Android,https://twitter.com/11jihoon_w1/status/1326732073982255105
2020-11-12 03:42:19,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",laurieᴱᴺ⁻ ⁷ is looking for engene moots!,iceyhoonie_,new account!! 🤗 @ENHYPEN_members,132,180,en,69,she/her,1326732025470988288,Twitter for Android,https://twitter.com/iceyhoonie_/status/1326732025470988288
2020-11-12 03:41:08,"Samsung Galaxy A01 (A015M) 16GB, Dual SIM, GSM Unlocked, 5.7” Display Smartphone - International Version - Red https://t.co/HxxrwctJ1L https://t.co/6wi5EzY6m1",HotDeals,xrpvdfms,,102,0,en,0,,1326731728904351744,Twitter Web App,https://twitter.com/xrpvdfms/status/1326731728904351744
2020-11-12 03:40:17,RT @PopSci: Seven Samsung Galaxy tricks you can’t do on any other phone https://t.co/r31flqjMEX https://t.co/HfoziM12nI,Tonino Claros,toninoclaros,,202,561,en,4,"Antiguo Cuscatlán, El Salvador",1326731517603745793,Twitter for Android,https://twitter.com/toninoclaros/status/1326731517603745793
2020-11-12 03:40:07,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",Gaeul ✜ • ᴱᴺ⁻ D-18 I ⟭⟬ᴮᴱ D-8 ✪,GardenJungwon7,#𝐁𝐓𝐒#𝐄𝐍𝐇𝐘𝐏𝐄𝐍#𝐓𝐗𝐓 (she) 24/7 #냥정원✰Fan Account✰(Wonki - Heewon - jaywon)  ✪                               ✰ #Thingswillgetbetter #GetWellSoonYoongi✰,73,358,en,69,•14• (페루) ♡Gaeul is studying♡,1326731472275968001,Twitter Web App,https://twitter.com/GardenJungwon7/status/1326731472275968001
2020-11-12 03:39:30,"RT @taekinkook: [WTS] Malaysia Only [DM]

BTS Galaxy Buds+BTS Photocards. 
Only use once to check compatibility with my device (sadly does…",J,jimcar_,my baby @/boutiquedelune in instagram 🤍,96,204,en,9,the big apple,1326731317090820097,Twitter for iPhone,https://twitter.com/jimcar_/status/1326731317090820097
2020-11-12 03:38:45,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",ᴮᴱMini Mini⁷ 💜,chim_chim13_,이상하다는 것은 왠지 귀엽다,19,55,en,2085,라지벌랄라랜드,1326731128250658817,Twitter for Android,https://twitter.com/chim_chim13_/status/1326731128250658817
2020-11-12 03:37:22,"I’m back in LA and I saw my dad with my old Oneplus 7 Pro after switching to my iPhone 11 and that 1440p 90 hertz amoled screen on the 7 pro. i kinda want to switch back, I forgot how good that screen is😬😬😬😬",Alex,XDogeee,¯\_(ツ)_/¯,93,601,en,0,My house,1326730783264968710,Twitter for iPhone,https://twitter.com/XDogeee/status/1326730783264968710
2020-11-12 03:36:50,"RT @taekinkook: [WTS] Malaysia Only [DM]

BTS Galaxy Buds+BTS Photocards. 
Only use once to check compatibility with my device (sadly does…",ᴮᴱLALA⁷,btsjunkie7,always remember that you are the sparkling gem - wwh ♡,364,463,en,9,she/her,1326730647507853312,Twitter for Android,https://twitter.com/btsjunkie7/status/1326730647507853312
2020-11-12 03:34:55,"RT @taekinkook: [WTS] Malaysia Only [DM]

BTS Galaxy Buds+BTS Photocards. 
Only use once to check compatibility with my device (sadly does…",BTS Lucky ⁷ 🇲🇾 Malaysia GO,BTS_Lucky7GO,BTS Malaysia GOM 🇲🇾 || ENG / 中文 / BM || 💌 DM for requests || ❤️ Likes = On Going GOs,1197,133,en,9,Malaysia,1326730163392974848,Twitter for iPhone,https://twitter.com/BTS_Lucky7GO/status/1326730163392974848
2020-11-12 03:34:41,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",remi ☁️☄️,flowongarden,"░ with Wonnie,no worrie ░                                              
𖦹enhypen | christian | she/her",569,547,en,69,NE India (mizo) ,1326730106560278528,Twitter for Android,https://twitter.com/flowongarden/status/1326730106560278528
2020-11-12 03:34:23,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",Chacaᴱᴺ⁻⁷➪𝐤𝐢𝐧𝐝𝐚 𝐢𝐚🍭,sunowuw,"⁰⁴✦ ─𝔼ℕℍ𝕐ℙ𝔼ℕ ─✦⁰¹⁰²⁰³⁰⁴⁰⁵
                                                                                                                      ༆𖣘꿈을 추구하다𖣘༆",404,375,en,69,,1326730030131503106,Twitter for Android,https://twitter.com/sunowuw/status/1326730030131503106
2020-11-12 03:33:50,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",🍒Hp,junghoper,⟭⟬ @BTS_twt⟬⟭,558,61,en,69,BTS💜,1326729892554133504,Twitter for iPhone,https://twitter.com/junghoper/status/1326729892554133504
2020-11-12 03:31:51,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",💜ᴮᴱChristi⁷💜🎆,joonstardust7,"OT7, love all Bangtan related things 💜",431,716,en,2085,💜,1326729393054494721,Twitter for Android,https://twitter.com/joonstardust7/status/1326729393054494721
2020-11-12 03:31:28,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",η’ᴊᴜηɢωᴏη🌱,lemonko_,↳ 𝚜𝚞𝚙𝚙𝚘𝚛𝚝 𝙴𝚗𝚑𝚢𝚙𝚎𝚗 | 양정원 #ENHYPEN #젱양 🦅🐈 엔진1기 |,30,59,en,69,04.02.09,1326729298279976961,Twitter for iPhone,https://twitter.com/lemonko_/status/1326729298279976961
2020-11-12 03:31:19,"RT @rpfscrhyb: On 06.11.2020, SIRP/KRNT along with , Con-412/RPF/KRNT jointly apprehended one ToPB offender  and recovered  previously  sto…",R. D. Titussamuel,DTitussamuel,,1,8,en,6,,1326729260959035392,Twitter for Android,https://twitter.com/DTitussamuel/status/1326729260959035392
2020-11-12 03:30:29,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",ᴮᴱ Giinie⁷ semi hiatus,Jiniesimista,"ᶠᵃⁿ ᵃᶜᶜᵒᵘⁿᵗ ♡♡♡ only ARMY, a veces desaparezco milenios",80,228,en,2085,,1326729051390816258,Twitter for iPhone,https://twitter.com/Jiniesimista/status/1326729051390816258
2020-11-12 03:29:08,"[WTS] Malaysia Only [DM]

BTS Galaxy Buds+BTS Photocards. 
Only use once to check compatibility with my device (sadly does not work well with my iPhone).

The cover already installed on the Buds case.

I am letting it go for *RM750* (samsung price: RM899)
*not including shipping. https://t.co/YsK2SL2uDU",ᴮᴱnora⁷💜,taekinkook,@BTS_twt’s ARMY💜,128,696,en,9,Malaysia,1326728708271452160,Twitter Web App,https://twitter.com/taekinkook/status/1326728708271452160
2020-11-12 03:28:43,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",Wika Handayani,wikahandayani12,Diponegoro University,820,971,en,2085,,1326728605775224835,Twitter for Android,https://twitter.com/wikahandayani12/status/1326728605775224835
2020-11-12 03:26:39,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",Amy♡ | En×Hi D-DAY!!♥️|,Enhypen_HypedUp,ENGENES OT7 || 🇲🇾 || LEE HEESEUNG BAE 💜,686,726,en,69,,1326728084586852357,Twitter for Android,https://twitter.com/Enhypen_HypedUp/status/1326728084586852357
2020-11-12 03:26:24,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",ᴮᴱ고래52,whale5252,,19,18,en,2085,,1326728022301442048,Twitter for Android,https://twitter.com/whale5252/status/1326728022301442048
2020-11-12 03:26:00,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",🦌,O1HEESEUNG,♡⃕ #𝐇𝐄𝐄𝐒𝐄𝐔𝐍𝐆 𝟤𝟦/𝟩,2754,556,en,69,𝑖𝑙𝑎𝑛𝑑ㅡ𝑒𝑛ℎ𝑦𝑝𝑒𝑛✰,1326727919943643137,Twitter for iPhone,https://twitter.com/O1HEESEUNG/status/1326727919943643137
2020-11-12 03:25:45,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",BlackWhite ⁷,_BlackWhite010_,있는듯. 없는듯. (없는듯에 가깝다는 말 임....),94,172,en,2085,,1326727859210125313,Twitter for iPhone,https://twitter.com/_BlackWhite010_/status/1326727859210125313
2020-11-12 03:25:42,"RT @baejinnuna: Previously Hyunsuk mention in his previous Vlive that using Samsung Galaxy is much better than using Iphone. Yesterday, bef…",🍡,hynskluvs,cix best boys,219,199,en,48,she/her 🐰,1326727846614585344,Twitter for Android,https://twitter.com/hynskluvs/status/1326727846614585344
2020-11-12 03:25:28,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",Estefania🌟,Estefania9491,°•♤Army Cncowner Aroha y Engene♤•°,151,264,en,2085,Bangtanlandia💞,1326727785633681410,Twitter for Android,https://twitter.com/Estefania9491/status/1326727785633681410
2020-11-12 03:25:01,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",en kinda ia║𝐝-3🦮,j3s_eN,"، 🔗 𝐬𝐜𝐨𝐫𝐩𝐢𝐨 ❏ 彡★ 호주 𝒃𝒐𝒚, 심 재윤.",783,885,en,69,s/her🇮🇩,1326727674312581120,Twitter for Android,https://twitter.com/j3s_eN/status/1326727674312581120
2020-11-12 03:24:48,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",♡,_7hr3e,"TAEKOOK IS
 A CUTE WORD









------





-----


-----


























-------





----









---------














YOU KNOW, I KNOW",131,222,en,2085,_______➡️➡️➡️➡️_⚠RT🔁🔞,1326727618775953409,Twitter for Android,https://twitter.com/_7hr3e/status/1326727618775953409
2020-11-12 03:24:14,"RT @baejinnuna: Previously Hyunsuk mention in his previous Vlive that using Samsung Galaxy is much better than using Iphone. Yesterday, bef…",KJl1🔜,EXOClX,kai hanbin cix. in that order too.,116,78,en,48,"17, she/her",1326727477696229382,Twitter for iPhone,https://twitter.com/EXOClX/status/1326727477696229382
2020-11-12 03:24:13,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",κοοκιє,KinTae_530,"김태형🐯 *vkook
BTS🌙",2045,4255,en,2085,Ecuador 🇪🇨  Dynamite🧨 ,1326727472029839360,Twitter for Android,https://twitter.com/KinTae_530/status/1326727472029839360
2020-11-12 03:24:10,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",vein♡ | ᵉⁿʰʸᵖᵉⁿ ˡᵒᶜᵏᵈᵒʷⁿ,jungwondebuted,"@ENHYPEN_members: until the sunset, let's sing together.",634,572,en,69,𝘩𝘦𝘳 ; 𝘱𝘳𝘦-𝘪𝘭𝘢𝘯𝘥,1326727460478545921,Twitter for Android,https://twitter.com/jungwondebuted/status/1326727460478545921
2020-11-12 03:24:00,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",💜GUATEMALA A.R.M.Y🇬🇹,GuatemalaArmy,🔍Fanbase guatemalteca para @BTS_twt🔎 | @BTS_twt Guatemalan Fanbase | @BTS_twt 용 과테말라 팬 기반 | @BTS_ARMYLeague Members | ESP/ENG | 🇬🇹,7276,352,en,2085,,1326727419169038336,Twitter for Android,https://twitter.com/GuatemalaArmy/status/1326727419169038336
2020-11-12 03:22:51,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",⟭⟬❦✜ Ell is ᴱᴺ🧬 | Daisy Hour 🌼🕔,icyfoxgalaxy,22 • She/Her • Typo Machine • Welcome to my quadrilingual trash bin. Currently whipped for a certain ice boy 🐳❄ Salam Berdikari✨ 飛べ🔳 보라해💜 • Multis fanacc,561,710,en,69,🇮🇩 | pls read carrd first tq,1326727130495868928,Twitter for Android,https://twitter.com/icyfoxgalaxy/status/1326727130495868928
2020-11-12 03:22:45,"RT @SamsungMobile: Make their year, with Galaxy Buds Live.
Learn more: https://t.co/8d6C9mdPjZ https://t.co/AEngbO10DM",901ᴮᴱ🐰,yorda0901,넌 충분히 잘하고 있어🥰 정무행알💜 Teamwork makes the dream work.,39,310,en,2085,,1326727104612900867,Twitter for Android,https://twitter.com/yorda0901/status/1326727104612900867
2020-11-12 03:22:36,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",lexie🍂,jungoneeee,"DILIGENTLY LIVE LIFE!!!

- yang jungwon",270,413,en,69,🇵🇭,1326727066830606338,Twitter for Android,https://twitter.com/jungoneeee/status/1326727066830606338
2020-11-12 03:22:28,@AgentDustal @Google I'm with you. My #Pixel4XL is the worst phone I've ever owned. I migrated from iPhone with the #Pixel2XL and on yo the 4. I'm waiting for my Verizon #iPhone12ProMax. Completely through with #Pixel.,Sam Hankins,redjellydonut,"Supernatural horror fan, animal lover, veteran, and recovering addict. Believer in second chances. Love me all things #Arsenal. #TeamPeteForever",413,1435,en,0,"Austin, TX",1326727032378634240,Twitter for Android,https://twitter.com/redjellydonut/status/1326727032378634240
2020-11-12 03:22:05,"RT @yangwoning0209: #JUNGWON jungwonie bought new phone! it's samsung galaxy note 20💖 @ENHYPEN_members 
https://t.co/V3YanlAlvA",JungwonOntop,JungwonOntop,"SHEEP GARDEN 🧡양정원🧡
🔥ENHYPEN🔥
@ENHYPEN_members",92,173,en,69,🇻🇳,1326726935381123072,Twitter for Android,https://twitter.com/JungwonOntop/status/1326726935381123072
